household_id,coupon_upc,campaign_id,redemption_date
2489,10000085429,13,2017-08-19
2489,10000089098,13,2017-08-19
2489,10000089124,13,2017-08-19
2489,51254711082,13,2017-08-19
2489,51480000076,13,2017-08-19
2489,51600040033,13,2017-08-19
2489,52927461001,13,2017-08-19
2489,53500051576,11,2017-08-19
2489,54300020076,13,2017-08-19
2489,56414410013,13,2017-08-19
2489,57047091041,13,2017-08-19
184,54800111033,13,2017-08-20
458,10000085432,13,2017-08-20
472,10000085425,13,2017-08-20
472,51600040033,13,2017-08-20
472,51600070033,13,2017-08-20
472,51700010076,13,2017-08-20
472,53700061076,13,2017-08-20
472,54000016333,13,2017-08-20
472,54154888076,13,2017-08-20
472,54180010033,13,2017-08-20
472,54200000076,13,2017-08-20
472,57033030076,13,2017-08-20
888,10000089091,13,2017-08-20
888,10000089098,13,2017-08-20
888,53620010050,13,2017-08-20
888,54100027032,13,2017-08-20
1098,53010030033,13,2017-08-20
1294,51600070033,13,2017-08-20
1475,10000085429,13,2017-08-20
1475,53700016682,13,2017-08-20
1529,51600070033,13,2017-08-20
1529,54100027032,13,2017-08-20
1529,54180060033,13,2017-08-20
1529,54369530009,13,2017-08-20
1726,54154888076,13,2017-08-20
1726,54175711040,13,2017-08-20
1726,55100012007,13,2017-08-20
1823,54154888076,13,2017-08-20
1995,10000085428,13,2017-08-20
1995,10000089098,13,2017-08-20
1995,51480000076,13,2017-08-20
1995,54300020076,13,2017-08-20
2200,10000085425,13,2017-08-20
2200,54154888076,13,2017-08-20
2366,10000085429,13,2017-08-20
2366,10000089106,13,2017-08-20
2366,53010030033,13,2017-08-20
2366,53620010050,13,2017-08-20
2366,54300020076,13,2017-08-20
387,10000085429,13,2017-08-21
1423,10000089124,13,2017-08-21
1694,10000085429,13,2017-08-21
1694,52740022050,13,2017-08-21
2185,10000085426,13,2017-08-21
2185,51480000076,13,2017-08-21
2185,51980010075,13,2017-08-21
2351,10000089081,13,2017-08-21
2351,51700010076,13,2017-08-21
2351,53620010050,13,2017-08-21
2351,55410000076,13,2017-08-21
115,10000085429,13,2017-08-22
115,51910011176,13,2017-08-22
115,56414410013,13,2017-08-22
518,51981012076,13,2017-08-22
864,10000085429,13,2017-08-22
864,52580010042,13,2017-08-22
2084,10000085425,13,2017-08-22
2374,50004510078,13,2017-08-22
764,53663250076,13,2017-08-23
764,54154889076,13,2017-08-23
2317,10000085429,13,2017-08-23
2317,51480000076,13,2017-08-23
2317,57047091041,13,2017-08-23
354,52016910055,13,2017-08-24
979,54369530009,13,2017-08-24
1376,10000089124,13,2017-08-24
1376,51111113178,13,2017-08-24
1376,52100040050,13,2017-08-24
1376,57631000076,13,2017-08-24
1856,51111113178,13,2017-08-24
1856,51780061082,13,2017-08-24
2217,51780031082,13,2017-08-24
2305,53620010050,13,2017-08-24
2305,54200000076,13,2017-08-24
117,10000085426,13,2017-08-25
117,10000085427,13,2017-08-25
243,10000085427,13,2017-08-25
492,10000085425,13,2017-08-25
630,53620010050,13,2017-08-25
1995,52100040050,13,2017-08-25
2351,10000085426,13,2017-08-25
2351,10000089134,13,2017-08-25
2380,10000089127,13,2017-08-25
2489,52740022050,13,2017-08-25
139,54300020076,13,2017-08-26
982,50800490076,13,2017-08-26
1197,10000085429,13,2017-08-26
1197,50308412076,13,2017-08-26
1197,50813790076,13,2017-08-26
1197,51600070033,13,2017-08-26
1197,51980010075,13,2017-08-26
1197,52740022050,13,2017-08-26
1197,52840050076,13,2017-08-26
1197,53700040075,13,2017-08-26
1197,54300020076,13,2017-08-26
1197,55410000076,13,2017-08-26
1197,56414410013,13,2017-08-26
1197,57047091041,13,2017-08-26
1197,57631000076,13,2017-08-26
1677,10000085425,13,2017-08-26
1677,10000085426,13,2017-08-26
1677,10000085427,13,2017-08-26
1687,10000089077,13,2017-08-26
1937,53800050033,13,2017-08-26
2147,10000089127,13,2017-08-26
2147,51330021113,13,2017-08-26
2467,53010030033,13,2017-08-26
2496,10000085429,13,2017-08-26
490,51113240013,13,2017-08-27
490,51600040033,13,2017-08-27
490,54369530009,13,2017-08-27
490,56414410013,13,2017-08-27
878,10000085425,13,2017-08-27
878,10000089128,13,2017-08-27
1098,10000085425,13,2017-08-27
1475,10000089124,13,2017-08-27
1475,52740022050,13,2017-08-27
1788,10000085427,13,2017-08-27
1788,52580010042,13,2017-08-27
1788,53800050033,13,2017-08-27
1823,53700061076,13,2017-08-27
1823,57680810050,13,2017-08-27
1965,10000085427,13,2017-08-27
2237,10000089081,13,2017-08-27
2237,51600070033,13,2017-08-27
2237,54100024950,13,2017-08-27
2237,57047091041,13,2017-08-27
156,55150026055,13,2017-08-28
864,52740022050,13,2017-08-28
1633,10000085429,13,2017-08-28
1869,10000089123,13,2017-08-28
1869,52100040050,13,2017-08-28
1869,53620010050,13,2017-08-28
2085,51600050042,13,2017-08-28
2085,52740022050,13,2017-08-28
949,10000085425,13,2017-08-29
949,10000085428,13,2017-08-29
949,57047091041,13,2017-08-29
1012,55150026055,13,2017-08-29
1831,10000085425,13,2017-08-29
1831,53800050033,13,2017-08-29
2019,10000089092,13,2017-08-29
22,51440050055,13,2017-08-30
101,10000085429,13,2017-08-30
101,10000089135,13,2017-08-30
426,10000085429,13,2017-08-30
1146,10000085429,13,2017-08-30
1146,51960010076,13,2017-08-30
1146,53620010050,13,2017-08-30
1791,10000085429,13,2017-08-30
716,10000085425,13,2017-08-31
716,53663250076,13,2017-08-31
947,10000085427,13,2017-08-31
947,51113240013,13,2017-08-31
947,51116221076,13,2017-08-31
1039,54300020076,13,2017-08-31
1066,51480000076,13,2017-08-31
1357,10000085426,13,2017-08-31
1959,10000085429,13,2017-08-31
40,10000089098,13,2017-09-01
788,53010030033,13,2017-09-01
864,10000085426,13,2017-09-01
864,52927461001,13,2017-09-01
954,52100040050,13,2017-09-01
954,56414410013,13,2017-09-01
1015,10000089124,13,2017-09-01
1015,57756765076,13,2017-09-01
1764,10000085425,13,2017-09-01
1764,53620010050,13,2017-09-01
1764,54100027032,13,2017-09-01
2130,10000085427,13,2017-09-01
2130,10000089128,13,2017-09-01
2130,51480000076,13,2017-09-01
2130,54150023150,13,2017-09-01
2130,55410000076,13,2017-09-01
2130,57047091041,13,2017-09-01
2130,57084400050,13,2017-09-01
2130,57756765076,13,2017-09-01
215,52580010042,13,2017-09-02
215,58000075224,13,2017-09-02
755,10000085425,13,2017-09-02
755,10000089137,13,2017-09-02
755,52100040050,13,2017-09-02
755,52580010042,13,2017-09-02
755,53010030033,13,2017-09-02
755,54154888076,13,2017-09-02
825,10000085426,13,2017-09-02
825,51330021113,13,2017-09-02
825,54178802078,13,2017-09-02
825,54650050060,13,2017-09-02
825,57265526076,13,2017-09-02
825,57680810050,13,2017-09-02
867,10000085425,13,2017-09-02
1318,55150026032,13,2017-09-02
1795,52840011033,13,2017-09-02
1795,54300020076,13,2017-09-02
1795,57218022076,13,2017-09-02
2375,10000085426,13,2017-09-02
2375,10000089106,13,2017-09-02
2375,10000089134,13,2017-09-02
2375,52740022050,13,2017-09-02
2375,52840050076,13,2017-09-02
2375,53010030033,13,2017-09-02
2375,54154889076,13,2017-09-02
2375,55410000076,13,2017-09-02
2489,51981012076,13,2017-09-02
40,10000085429,13,2017-09-03
67,52016910055,13,2017-09-03
503,10000085425,13,2017-09-03
503,51600070033,13,2017-09-03
503,52898920076,13,2017-09-03
889,10000085428,13,2017-09-03
889,10000089084,13,2017-09-03
318,10000085429,13,2017-09-04
318,51111113178,13,2017-09-04
318,51780061082,13,2017-09-04
412,10000089128,13,2017-09-04
412,51952131178,13,2017-09-04
412,54154888076,13,2017-09-04
412,58000075224,13,2017-09-04
1485,10000085425,13,2017-09-04
1485,51254711082,13,2017-09-04
1485,57631000076,13,2017-09-04
1823,54650050060,13,2017-09-04
2004,51254711082,13,2017-09-04
2007,53620010050,13,2017-09-04
2007,54180060033,13,2017-09-04
2085,10000085425,13,2017-09-04
2085,10000085427,13,2017-09-04
2200,55410000076,13,2017-09-04
239,51111113178,13,2017-09-05
1726,54200000076,13,2017-09-05
1726,57050100078,13,2017-09-05
2380,57047091041,13,2017-09-05
40,10000089101,13,2017-09-06
40,50800490076,13,2017-09-06
40,51254711082,13,2017-09-06
256,51111113178,13,2017-09-06
256,51980010075,13,2017-09-06
256,51981012076,13,2017-09-06
256,52840042034,13,2017-09-06
256,54100027032,13,2017-09-06
256,54100027032,14,2017-09-06
282,53620064076,13,2017-09-06
282,57265526076,13,2017-09-06
636,54100027032,13,2017-09-06
636,54100027032,14,2017-09-06
636,54589399250,14,2017-09-06
725,10000085427,13,2017-09-06
725,10000089124,13,2017-09-06
725,53620010050,13,2017-09-06
725,55410000076,13,2017-09-06
725,56414410013,13,2017-09-06
1261,10000089110,13,2017-09-06
1732,10000085427,13,2017-09-06
1458,10000085429,13,2017-09-07
2124,53800050033,13,2017-09-07
139,10000089093,13,2017-09-08
139,52840042034,13,2017-09-08
139,54100024950,13,2017-09-08
367,10000089134,13,2017-09-08
367,54154888076,13,2017-09-08
605,55150026055,13,2017-09-08
1529,52580010042,13,2017-09-08
1529,54100027032,13,2017-09-08
1529,54100027032,14,2017-09-08
1529,57680810050,13,2017-09-08
1935,10000085425,13,2017-09-08
294,10000085425,13,2017-09-09
294,51600050042,13,2017-09-09
294,56414410013,13,2017-09-09
426,54610000075,13,2017-09-09
1937,50813790076,13,2017-09-09
1937,52898920076,13,2017-09-09
2100,10000085425,13,2017-09-09
2100,10000089076,13,2017-09-09
2100,10000089106,13,2017-09-09
2100,51980010075,13,2017-09-09
2100,52840011033,13,2017-09-09
2100,55410000076,13,2017-09-09
825,10000089078,13,2017-09-10
1318,57047091041,13,2017-09-10
2057,10000085426,13,2017-09-10
2467,54178802078,13,2017-09-10
389,10000085432,13,2017-09-11
389,51600070033,13,2017-09-11
389,51960010076,13,2017-09-11
389,51960060050,13,2017-09-11
389,54300020076,13,2017-09-11
426,51116221076,13,2017-09-11
389,10000089093,13,2017-09-12
712,53700040075,13,2017-09-12
712,54100024950,13,2017-09-12
1228,10000085429,13,2017-09-12
1228,55000013050,13,2017-09-12
1256,10000085429,13,2017-09-12
1710,10000089131,13,2017-09-12
14,10000089128,13,2017-09-13
14,51480000076,13,2017-09-13
14,52740022050,13,2017-09-13
378,57680810050,13,2017-09-13
888,52150000050,14,2017-09-13
888,53620010028,14,2017-09-13
888,54100027032,13,2017-09-13
888,54100027032,14,2017-09-13
888,54610000075,13,2017-09-13
936,54200000076,13,2017-09-13
2134,55000035282,13,2017-09-13
40,57455024475,13,2017-09-14
367,10000085428,13,2017-09-14
696,10000089125,13,2017-09-14
696,53663250076,13,2017-09-14
696,53700040075,13,2017-09-14
696,54300020076,13,2017-09-14
2124,10000085428,13,2017-09-14
88,53620010028,14,2017-09-15
361,52840011033,13,2017-09-15
361,54200000076,13,2017-09-15
979,55150026055,13,2017-09-15
1795,51600070033,13,2017-09-15
2451,51600070033,13,2017-09-15
13,10000085427,13,2017-09-16
13,52740022050,13,2017-09-16
99,10000089077,13,2017-09-16
2324,54178802078,13,2017-09-16
2324,57680810050,13,2017-09-16
883,10000085432,13,2017-09-17
911,10000085429,13,2017-09-17
1791,10000085426,13,2017-09-17
1823,52100040050,13,2017-09-17
1823,52740022050,13,2017-09-17
1823,53800050033,13,2017-09-17
1985,10000089092,13,2017-09-17
1985,51600070033,13,2017-09-17
1985,54900065036,13,2017-09-17
2366,51254600014,13,2017-09-17
334,10000085426,13,2017-09-18
334,51254711082,13,2017-09-18
334,57047091041,13,2017-09-18
378,52840011033,13,2017-09-18
577,54300020076,13,2017-09-18
712,51600070033,13,2017-09-18
1990,10000085428,13,2017-09-18
1990,10000089106,13,2017-09-18
1990,10000089124,13,2017-09-18
1990,54154888076,13,2017-09-18
2488,53010030033,13,2017-09-18
2488,55703711082,13,2017-09-18
2488,57631000076,13,2017-09-18
864,51981012076,13,2017-09-19
2420,10000085429,13,2017-09-19
1098,55410000076,13,2017-09-20
1081,10000085428,13,2017-09-21
1081,54460011776,13,2017-09-21
1146,57631000076,13,2017-09-21
294,57320210076,13,2017-09-22
588,54650050060,13,2017-09-22
982,50800490076,13,2017-09-22
982,54800110055,14,2017-09-22
1421,10000089091,13,2017-09-22
1423,54100011675,13,2017-09-22
1590,10000085426,13,2017-09-22
1590,10000085429,13,2017-09-22
2351,55340000082,13,2017-09-22
40,55942700087,13,2017-09-23
805,10000085429,13,2017-09-23
867,51111113178,13,2017-09-23
867,51960010076,13,2017-09-23
867,52580010042,13,2017-09-23
867,57050100078,13,2017-09-23
1937,51960060050,13,2017-09-23
2200,52740022050,13,2017-09-23
574,10000089106,13,2017-09-24
574,53620064076,13,2017-09-24
1229,10000085429,13,2017-09-24
1990,10000085432,13,2017-09-24
1990,54154888076,13,2017-09-24
1990,56414410013,13,2017-09-24
2199,52100040050,13,2017-09-24
560,51111124078,14,2017-09-27
1820,55000035576,15,2017-09-28
472,54589399276,14,2017-09-30
1142,51111120076,14,2017-10-01
2489,54589399250,14,2017-10-01
2489,54800140060,14,2017-10-01
600,54589399276,14,2017-10-02
641,54589399276,14,2017-10-02
1850,10000085482,16,2017-10-04
113,53500000076,16,2017-10-05
1491,10000085436,16,2017-10-06
1505,53500000076,16,2017-10-06
1989,53500000076,16,2017-10-06
1687,53500000076,16,2017-10-08
1687,53600030082,16,2017-10-08
1687,55310000076,16,2017-10-08
2488,54800110055,14,2017-10-08
115,10000085482,16,2017-10-10
771,52270011076,16,2017-10-10
771,53600030082,16,2017-10-10
771,57418211676,16,2017-10-10
1488,10000085482,16,2017-10-10
1989,52270011076,16,2017-10-10
2400,10000085436,16,2017-10-10
2400,10000085482,16,2017-10-10
2400,52270011076,16,2017-10-10
2400,53500000076,16,2017-10-10
2400,53600030082,16,2017-10-10
2400,53700048076,16,2017-10-10
2400,55310000076,16,2017-10-10
2400,57124921076,16,2017-10-10
2400,57418211676,16,2017-10-10
766,53500000076,16,2017-10-11
2171,53700048076,16,2017-10-12
889,53700048076,16,2017-10-15
1393,50099700082,16,2017-10-15
1393,52270011076,16,2017-10-15
1393,53600030082,16,2017-10-15
1393,53700048076,16,2017-10-15
117,54589353178,14,2017-10-18
1017,55000035213,15,2017-10-18
88,10000089194,17,2017-10-19
1618,50099700082,16,2017-10-21
1618,52270011076,16,2017-10-21
2488,57124921076,16,2017-10-21
256,50099700082,16,2017-10-22
1333,10000089194,17,2017-10-24
1333,10000089195,17,2017-10-24
1333,51785400013,17,2017-10-24
1333,53800030050,17,2017-10-24
1333,54280011660,17,2017-10-24
1333,57045970076,17,2017-10-24
389,53620064076,17,2017-10-25
389,54440020076,17,2017-10-25
1529,53500000076,16,2017-10-26
1529,55310000076,16,2017-10-26
1529,57124921076,16,2017-10-26
600,53620010028,14,2017-10-27
1453,54280011660,17,2017-10-27
560,53620010028,14,2017-10-28
560,54800140060,14,2017-10-28
745,53450058040,17,2017-10-28
1453,55100055075,17,2017-10-28
2004,53800030050,17,2017-10-28
104,53450058040,17,2017-10-29
1146,53800030050,17,2017-10-29
1166,53450058040,17,2017-10-29
1166,53620064076,17,2017-10-30
1453,10000085475,18,2017-10-31
1453,51258700050,18,2017-10-31
1453,54900050076,18,2017-10-31
1618,10000085436,16,2017-10-31
1618,53500000076,16,2017-10-31
464,54800140060,14,2017-11-01
2282,10000085475,18,2017-11-01
196,10000085479,18,2017-11-02
196,54300026050,18,2017-11-02
196,55100055075,17,2017-11-02
196,55410000076,18,2017-11-02
196,57790030032,17,2017-11-02
979,53700048076,16,2017-11-02
2100,10000085475,18,2017-11-02
2100,51800015050,18,2017-11-02
2100,51960010076,18,2017-11-02
2100,52500010050,18,2017-11-02
2100,53010010033,18,2017-11-02
2100,53500035050,18,2017-11-02
2100,53800050033,18,2017-11-02
2100,54300026050,18,2017-11-02
2100,55410000076,18,2017-11-02
2123,10000089251,18,2017-11-02
2123,10000089259,18,2017-11-02
2123,51960010076,18,2017-11-02
2123,57631000076,18,2017-11-02
58,10000085475,18,2017-11-03
58,10000089195,17,2017-11-03
58,51800015050,18,2017-11-03
58,53800030050,17,2017-11-03
58,54133500050,18,2017-11-03
58,54154888076,18,2017-11-03
58,57045970076,17,2017-11-03
105,10000085479,18,2017-11-03
105,51960010076,18,2017-11-03
105,52000030042,18,2017-11-03
105,52100023024,18,2017-11-03
105,52500010050,18,2017-11-03
105,52840001082,18,2017-11-03
105,54060060076,18,2017-11-03
105,55410000076,18,2017-11-03
156,53620064076,17,2017-11-03
588,10000085478,18,2017-11-03
588,53620010028,14,2017-11-03
588,53700013182,18,2017-11-03
588,54100027032,14,2017-11-03
588,54589399250,14,2017-11-03
588,57143020076,18,2017-11-03
1347,10000089251,18,2017-11-03
1347,58304613450,18,2017-11-03
1591,52200090076,18,2017-11-03
2200,10000085475,18,2017-11-03
2200,51800015050,18,2017-11-03
2200,51960010076,18,2017-11-03
2200,54154888076,18,2017-11-03
2200,55410000076,18,2017-11-03
2200,57680000050,18,2017-11-03
2375,10000089237,18,2017-11-03
2451,10000085475,18,2017-11-03
22,10000085475,18,2017-11-04
22,10000085484,18,2017-11-04
22,10000089284,18,2017-11-04
22,51600070033,18,2017-11-04
22,51800010250,18,2017-11-04
88,53800030050,17,2017-11-04
88,57045970076,17,2017-11-04
256,10000085478,18,2017-11-04
256,50052110076,14,2017-11-04
256,51800015050,18,2017-11-04
256,52200090076,18,2017-11-04
256,53500000076,16,2017-11-04
256,53700048076,16,2017-11-04
256,54589314175,14,2017-11-04
256,54900050076,18,2017-11-04
256,57418211676,16,2017-11-04
692,54060060076,18,2017-11-04
825,10000085479,18,2017-11-04
825,51800015050,18,2017-11-04
825,52100023024,18,2017-11-04
825,57144800076,18,2017-11-04
909,10000085475,18,2017-11-04
929,54440020076,17,2017-11-04
1015,10000085476,18,2017-11-04
2004,10000085479,18,2017-11-04
2004,54850010033,18,2017-11-04
2004,54900050076,18,2017-11-04
2168,10000085475,18,2017-11-04
2168,10000085479,18,2017-11-04
2168,10000089248,18,2017-11-04
2168,52100023024,18,2017-11-04
2496,10000085479,18,2017-11-04
2496,10000089283,18,2017-11-04
2496,52100023024,18,2017-11-04
2496,53010010033,18,2017-11-04
2496,54133500050,18,2017-11-04
2496,54900050076,18,2017-11-04
378,52100023024,18,2017-11-05
438,10000085475,18,2017-11-05
469,10000085475,18,2017-11-05
469,52500010050,18,2017-11-05
469,54900050076,18,2017-11-05
469,57631000076,18,2017-11-05
574,10000089285,18,2017-11-05
911,10000085475,18,2017-11-05
1417,10000085479,18,2017-11-05
1417,53980010082,18,2017-11-05
1417,55400061078,18,2017-11-05
1475,10000085479,18,2017-11-05
1475,10000089252,18,2017-11-05
1475,51800015050,18,2017-11-05
1475,51809461078,18,2017-11-05
1475,52100023024,18,2017-11-05
1483,10000085477,18,2017-11-05
1630,53700067076,18,2017-11-05
1823,53120026033,18,2017-11-05
1823,55000013950,18,2017-11-05
1899,10000085477,18,2017-11-05
1899,51800015050,18,2017-11-05
1899,52100023024,18,2017-11-05
1899,57143020076,18,2017-11-05
1937,10000085475,18,2017-11-05
1957,10000089300,18,2017-11-05
1957,53010010033,18,2017-11-05
1957,53800050033,18,2017-11-05
1957,55410000076,18,2017-11-05
1965,10000085477,18,2017-11-05
2094,10000085479,18,2017-11-05
2094,54900050076,18,2017-11-05
2094,57143020076,18,2017-11-05
2231,10000085478,18,2017-11-05
2231,53700026850,18,2017-11-05
2280,10000085478,18,2017-11-05
2280,54900050076,18,2017-11-05
2284,10000085475,18,2017-11-05
2342,57631000076,18,2017-11-05
2378,54200029176,18,2017-11-05
2378,55410000076,18,2017-11-05
2407,10000089290,18,2017-11-05
2407,51600030101,18,2017-11-05
2407,53210060033,18,2017-11-05
2407,54060060076,18,2017-11-05
2448,57631000076,18,2017-11-05
2451,54300026050,18,2017-11-05
305,57332150033,18,2017-11-06
523,10000085477,18,2017-11-06
895,10000085475,18,2017-11-06
1591,10000085476,18,2017-11-06
1591,53760073676,18,2017-11-06
1591,54300026050,18,2017-11-06
2364,10000085479,18,2017-11-06
127,10000089257,18,2017-11-07
127,51111120001,18,2017-11-07
127,51111120076,14,2017-11-07
127,51600070033,18,2017-11-07
1451,54850010033,18,2017-11-07
1453,53800050033,18,2017-11-07
1453,54300026050,18,2017-11-07
1453,54900050076,18,2017-11-07
1483,51960010076,18,2017-11-07
1989,54060060076,18,2017-11-07
2124,52200090076,18,2017-11-07
353,10000085475,18,2017-11-08
367,10000085477,18,2017-11-08
367,53800030050,17,2017-11-08
367,57680000050,18,2017-11-08
367,57756765034,17,2017-11-08
389,10000085476,18,2017-11-08
1421,10000085479,18,2017-11-08
1421,10000089237,18,2017-11-08
1421,10000089290,18,2017-11-08
1534,10000085477,18,2017-11-08
1534,51780034082,18,2017-11-08
1534,52000030042,18,2017-11-08
1764,51111131075,14,2017-11-08
1764,53620010028,14,2017-11-08
1764,54100024032,14,2017-11-08
1764,54100027032,14,2017-11-08
1764,54800110055,14,2017-11-08
1764,54800140060,14,2017-11-08
1854,10000085475,18,2017-11-08
1854,53120026033,18,2017-11-08
2199,10000085475,18,2017-11-08
2199,51200092776,18,2017-11-08
2380,10000089246,18,2017-11-08
2380,10000089290,18,2017-11-08
2380,53120026033,18,2017-11-08
1,10000085476,18,2017-11-09
1,54200029176,18,2017-11-09
117,54300026050,18,2017-11-09
164,10000085477,18,2017-11-09
164,10000089248,18,2017-11-09
164,51600030101,18,2017-11-09
164,51960010076,18,2017-11-09
164,57680000050,18,2017-11-09
208,51800015050,18,2017-11-09
208,51920021576,18,2017-11-09
251,10000085479,18,2017-11-09
251,57332150033,18,2017-11-09
715,57631000076,18,2017-11-09
1566,10000085477,18,2017-11-09
1566,55000013933,18,2017-11-09
1566,57231020034,18,2017-11-09
1856,54154888076,18,2017-11-09
139,10000085475,18,2017-11-10
139,51906341075,18,2017-11-10
139,52500010050,18,2017-11-10
740,10000085475,18,2017-11-10
740,10000089284,18,2017-11-10
1428,55400061078,18,2017-11-10
1505,10000085476,18,2017-11-10
1505,54300026050,18,2017-11-10
1726,54154888076,18,2017-11-10
1726,57231020034,18,2017-11-10
1989,57332150033,18,2017-11-10
2112,10000085475,18,2017-11-10
2112,53120026033,18,2017-11-10
2351,10000085475,18,2017-11-10
2351,53120026033,18,2017-11-10
2451,54200029176,18,2017-11-10
18,10000085475,18,2017-11-11
979,10000085479,18,2017-11-11
979,51800015050,18,2017-11-11
979,54200029176,18,2017-11-11
982,10000085479,18,2017-11-11
982,51800015050,18,2017-11-11
982,54900050076,18,2017-11-11
982,57045970076,17,2017-11-11
1197,10000085475,18,2017-11-11
1197,51600070033,18,2017-11-11
1394,54154888076,18,2017-11-11
1541,55000013950,18,2017-11-11
1935,10000085479,18,2017-11-11
1935,51780071276,18,2017-11-11
2004,51800015050,18,2017-11-11
2305,10000085475,18,2017-11-11
2305,51570011042,18,2017-11-11
2364,10000089272,18,2017-11-11
104,53800030050,17,2017-11-12
104,54280011660,17,2017-11-12
464,54800111033,18,2017-11-12
546,10000085477,18,2017-11-12
546,10000089240,18,2017-11-12
630,10000085479,18,2017-11-12
630,10000089252,18,2017-11-12
692,10000085475,18,2017-11-12
718,55703711082,18,2017-11-12
889,10000085475,18,2017-11-12
889,52000030042,18,2017-11-12
889,52500010050,18,2017-11-12
1412,10000085479,18,2017-11-12
1412,51906341075,18,2017-11-12
1419,10000085479,18,2017-11-12
1419,10000089251,18,2017-11-12
1475,51258700050,18,2017-11-12
1653,10000085475,18,2017-11-12
1675,57143020076,18,2017-11-12
1831,10000085479,18,2017-11-12
1831,51600070033,18,2017-11-12
1831,55000013950,18,2017-11-12
2314,54300026050,18,2017-11-12
2400,10000085478,18,2017-11-12
2400,10000089248,18,2017-11-12
2400,10000089251,18,2017-11-12
2400,10000089278,18,2017-11-12
2400,51600030101,18,2017-11-12
2400,52000030042,18,2017-11-12
2400,52840001082,18,2017-11-12
2400,53210060033,18,2017-11-12
2400,54154888076,18,2017-11-12
2400,54300026050,18,2017-11-12
2400,55410000076,18,2017-11-12
77,55000013950,18,2017-11-13
208,55410000076,18,2017-11-13
1039,50004518076,18,2017-11-13
1039,54900050076,18,2017-11-13
1166,51785400013,17,2017-11-13
1376,10000085475,18,2017-11-13
1376,52100023024,18,2017-11-13
1376,54300026050,18,2017-11-13
1376,55000013950,18,2017-11-13
1376,57631000076,18,2017-11-13
1462,57790113076,18,2017-11-13
1488,10000085477,18,2017-11-13
1488,50308412050,18,2017-11-13
2130,10000085475,18,2017-11-13
2130,10000089253,18,2017-11-13
2130,51111114101,18,2017-11-13
2130,54060060076,18,2017-11-13
2280,53700061674,18,2017-11-13
2280,53770000076,18,2017-11-13
79,55000013950,18,2017-11-14
931,10000085477,18,2017-11-14
931,10000085479,18,2017-11-14
931,10000089194,17,2017-11-14
931,10000089195,17,2017-11-14
931,10000089246,18,2017-11-14
931,10000089253,18,2017-11-14
931,10000089266,18,2017-11-14
931,10000089288,18,2017-11-14
931,51111114101,18,2017-11-14
931,51200000076,18,2017-11-14
931,51600070033,18,2017-11-14
931,51800050033,17,2017-11-14
931,52100023024,18,2017-11-14
931,53800030050,17,2017-11-14
931,54280011660,17,2017-11-14
931,54440020076,17,2017-11-14
931,55400061078,18,2017-11-14
931,57045970076,17,2017-11-14
931,57790030032,17,2017-11-14
1451,10000085477,18,2017-11-14
1451,51800015050,18,2017-11-14
2441,54300026050,18,2017-11-14
2462,10000085475,18,2017-11-14
2462,51600070033,18,2017-11-14
2475,51600070033,18,2017-11-14
239,10000089266,18,2017-11-15
239,53700026850,18,2017-11-15
283,51800050033,17,2017-11-15
283,53620064076,17,2017-11-15
283,54280011660,17,2017-11-15
1146,10000085477,18,2017-11-15
1146,10000089237,18,2017-11-15
1146,51960010076,18,2017-11-15
1146,57631000076,18,2017-11-15
1591,10000089265,18,2017-11-15
1591,51600070033,18,2017-11-15
1591,52500010050,18,2017-11-15
1591,57143020076,18,2017-11-15
2158,10000085475,18,2017-11-15
2158,10000089288,18,2017-11-15
2158,51800015050,18,2017-11-15
2158,57332150033,18,2017-11-15
367,51800015050,18,2017-11-16
367,52113100033,18,2017-11-16
367,53450058040,17,2017-11-16
979,51960010076,18,2017-11-16
1228,54900050076,18,2017-11-16
1534,51600070033,18,2017-11-16
2237,10000085475,18,2017-11-16
2237,10000089276,18,2017-11-16
2237,10000089290,18,2017-11-16
2237,51600070033,18,2017-11-16
2237,52100023024,18,2017-11-16
2240,10000085479,18,2017-11-16
2240,53210060033,18,2017-11-16
2380,10000085476,18,2017-11-16
351,53700048182,19,2017-11-17
473,10000089244,18,2017-11-17
473,10000089272,18,2017-11-17
473,52840001082,18,2017-11-17
1337,10000085478,18,2017-11-17
1337,54900050076,18,2017-11-17
1357,10000085476,18,2017-11-17
1421,51600030101,18,2017-11-17
1778,10000085479,18,2017-11-17
1778,53120026033,18,2017-11-17
1778,57143020076,18,2017-11-17
1928,51906341075,18,2017-11-17
1947,52800051098,18,2017-11-17
1947,54300026050,18,2017-11-17
1947,54420930024,18,2017-11-17
2351,55400061078,18,2017-11-17
2351,57143020076,18,2017-11-17
2421,10000085475,18,2017-11-17
2481,10000085476,18,2017-11-17
2481,52000030042,18,2017-11-17
208,10000085475,18,2017-11-18
256,10000085484,18,2017-11-18
256,52100023024,18,2017-11-18
256,54280011660,17,2017-11-18
256,57143020076,18,2017-11-18
307,53160401082,18,2017-11-18
413,53700013182,18,2017-11-18
458,10000089266,18,2017-11-18
458,52100023024,18,2017-11-18
518,10000085478,18,2017-11-18
518,52113100033,18,2017-11-18
605,10000085478,18,2017-11-18
605,56687861776,18,2017-11-18
631,10000085475,18,2017-11-18
647,55000013950,18,2017-11-18
768,10000085477,18,2017-11-18
768,10000089306,18,2017-11-18
768,55410000076,18,2017-11-18
